,Powierzchnia,Liczba pokoi,Rynek,Rodzaj zabudowy,Piętro,Liczba pięter,Materiał budynku,Ogrzewanie,Rok budowy,Stan wykończenia,Forma własności,Okna,Czynsz,Dostępne od,Cena
260,42,2,wtórny,blok,1,3,inne,miejskie,,do zamieszkania,pełna własność,,,,269000.0
261,45,2,wtórny,blok,2,4,,miejskie,,,pełna własność,plastikowe,,,249950.0
262,53,3,pierwotny,apartamentowiec,10,10,pustak,miejskie,,,pełna własność,plastikowe,,,285000.0
263,47,2,wtórny,apartamentowiec,1,2,,gazowe,2014,do zamieszkania,,plastikowe,,,400000.0
264,72,4,wtórny,blok,3,4,inne,miejskie,,,spółdzielcze własnościowe,plastikowe,,,299000.0
265,39.58,2,wtórny,blok,2,4,pustak,miejskie,2019,do zamieszkania,,,,,271123.0
266,43,2,wtórny,blok,3,11,,,,,spółdzielcze wł. z KW,,,,299000.0
267,44.74,2,wtórny,blok,2,10,pustak,miejskie,,do wykończenia,,,,,258912.0
268,33.48,2,wtórny,blok,3,4,pustak,miejskie,,do zamieszkania,,,,,246078.0
269,50.88,2,wtórny,blok,4,10,,miejskie,2010,do zamieszkania,pełna własność,plastikowe,480,,360000.0
270,66.41,3,pierwotny,blok,1,7,,,2020,,,,,,446000.0
271,58.29,4,wtórny,blok,4,4,pustak,miejskie,2019,do wykończenia,,,,,381800.0
272,93.94,4,pierwotny,apartamentowiec,10,17,,miejskie,,do wykończenia,pełna własność,plastikowe,,,691868.1
273,55,2,wtórny,apartamentowiec,1,,pustak,miejskie,2018,do zamieszkania,pełna własność,plastikowe,,2019-04-15,308000.0
274,71.51,3,pierwotny,apartamentowiec,1,4,,miejskie,,do wykończenia,pełna własność,plastikowe,,,414758.0
275,49.87,3,pierwotny,apartamentowiec,8,17,,miejskie,,do wykończenia,pełna własność,plastikowe,,,334877.05
276,73.51,2,wtórny,,1,,,,,,,,,,169000.0
277,33.56,2,wtórny,,6,,,,,,,,,,120000.0
278,48.77,2,pierwotny,apartamentowiec,10,17,,miejskie,,do wykończenia,pełna własność,plastikowe,,,391379.25
279,60,4,pierwotny,apartamentowiec,8,10,pustak,miejskie,,,pełna własność,plastikowe,,,348000.0
280,41,2,pierwotny,apartamentowiec,5,10,pustak,miejskie,,,pełna własność,plastikowe,,,224580.0
281,52.50,3,pierwotny,apartamentowiec,10,10,pustak,miejskie,,,pełna własność,plastikowe,,,285500.0
282,37,2,pierwotny,apartamentowiec,7,10,pustak,miejskie,,,pełna własność,plastikowe,,,216500.0
283,47,3,pierwotny,apartamentowiec,4,5,pustak,miejskie,,,pełna własność,plastikowe,,,340000.0
284,53,3,pierwotny,apartamentowiec,1,5,pustak,miejskie,,,pełna własność,plastikowe,,,375000.0
285,55,2,wtórny,apartamentowiec,1,2,pustak,miejskie,2018,do zamieszkania,pełna własność,plastikowe,130,,312000.0
286,50,2,wtórny,apartamentowiec,4,10,pustak,miejskie,2009,do zamieszkania,pełna własność,,430,,420000.0
287,50,3,pierwotny,apartamentowiec,4,5,pustak,miejskie,,,pełna własność,plastikowe,,,365000.0
288,138,5,wtórny,apartamentowiec,10,16,inne,miejskie,2021,do wykończenia,pełna własność,plastikowe,,2021-03-01,1106407.0
289,47.20,2,wtórny,blok,10,15,wielka płyta,miejskie,1965,do wykończenia,pełna własność,plastikowe,530,2019-04-06,299000.0
290,34.21,2,wtórny,apartamentowiec,2,5,,miejskie,2019,do wykończenia,,plastikowe,,,251443.5
291,213.38,5,wtórny,szeregowiec,0,1,,gazowe,,do zamieszkania,pełna własność,plastikowe,,2019-04-01,1290000.0
292,54.49,2,pierwotny,apartamentowiec,0,2,,,,do wykończenia,pełna własność,plastikowe,,,297731.0
293,1622.23,11,pierwotny,kamienica,,3,cegła,gazowe,,do remontu,pełna własność,drewniane,,,5665000.0
294,67.03,3,wtórny,blok,1,4,pustak,miejskie,2009,do zamieszkania,pełna własność,plastikowe,,,375000.0
295,112.50,3,wtórny,,4,5,,,,,,,,,665000.0
296,33,1,wtórny,,1,4,,,,,,,,,199000.0
297,79.73,3,wtórny,blok,9,10,,miejskie,,do remontu,pełna własność,plastikowe,,,287000.0
298,119,3,wtórny,kamienica,1,5,cegła,miejskie,1938,do remontu,pełna własność,plastikowe,1 100,,448000.0
299,56.70,3,wtórny,blok,,14,,miejskie,,do remontu,spółdzielcze wł. z KW,plastikowe,,,320000.0
300,62,2,wtórny,blok,100,25,,miejskie,,,,plastikowe,,,335000.0
301,58.40,3,wtórny,blok,7,14,,miejskie,,do zamieszkania,pełna własność,plastikowe,,,385000.0
302,106.76,3,wtórny,apartamentowiec,1,2,pustak,kotłownia,2001,do zamieszkania,pełna własność,plastikowe,676,,750000.0
303,48.65,2,wtórny,blok,8,10,,miejskie,,,pełna własność,plastikowe,,,229000.0
304,79.73,3,wtórny,blok,9,10,,miejskie,1980,,,plastikowe,570,,287000.0
305,59,3,wtórny,blok,10,14,,miejskie,,do zamieszkania,spółdzielcze wł. z KW,plastikowe,,,370000.0
306,30.94,2,wtórny,apartamentowiec,2,,,miejskie,2019,do wykończenia,pełna własność,plastikowe,,,303212.0
307,18,1,wtórny,blok,3,,,miejskie,,do zamieszkania,pełna własność,,,2019-04-30,140000.0
308,81,4,wtórny,blok,1,4,,miejskie,1970,do remontu,,plastikowe,620,,319000.0
309,70.24,3,pierwotny,apartamentowiec,0,5,,miejskie,2019,do wykończenia,pełna własność,,180,,421440.0
310,46.90,2,pierwotny,apartamentowiec,0,5,,miejskie,2019,do wykończenia,pełna własność,,105,,281460.0
311,46.38,2,pierwotny,apartamentowiec,5,5,,miejskie,2019,do wykończenia,pełna własność,,105,,301470.0
312,63.50,2,pierwotny,apartamentowiec,0,1,pustak,gazowe,2018,do zamieszkania,pełna własność,plastikowe,,,389000.0
313,46.38,2,pierwotny,apartamentowiec,0,5,,miejskie,2019,do wykończenia,pełna własność,,110,,273642.0
314,30.30,1,pierwotny,,,,,,,,,,,,195000.0
315,43.39,3,wtórny,kamienica,2,,,,,do zamieszkania,pełna własność,plastikowe,223,,259000.0
316,131.68,5,pierwotny,,,,,,,,,,,,935000.0
317,61,2,wtórny,kamienica,3,5,inne,miejskie,1900,do zamieszkania,pełna własność,drewniane,2,,285000.0
318,78.60,4,wtórny,apartamentowiec,1,3,,gazowe,2009,,pełna własność,drewniane,350,,549000.0
319,62.02,3,wtórny,kamienica,3,3,cegła,miejskie,1930,do zamieszkania,pełna własność,plastikowe,720,2019-04-17,405000.0
320,38.03,2,wtórny,,2,10,,,,,,,,,165000.0
321,61,3,wtórny,kamienica,,4,cegła,miejskie,1910,do wykończenia,pełna własność,plastikowe,260,,320000.0
322,38.60,2,wtórny,blok,2,5,beton,miejskie,,do wykończenia,spółdzielcze wł. z KW,drewniane,350,,234000.0
323,30,1,wtórny,blok,5,10,,miejskie,,do zamieszkania,spółdzielcze wł. z KW,plastikowe,250,2019-05-31,189999.0
324,45,2,wtórny,blok,2,4,inne,miejskie,,do zamieszkania,pełna własność,plastikowe,500,2019-04-23,250000.0
325,49.84,1,pierwotny,apartamentowiec,3,8,,miejskie,2019,do wykończenia,pełna własność,,,,413672.0
326,47.52,2,pierwotny,apartamentowiec,3,3,pustak,miejskie,2018,do wykończenia,pełna własność,plastikowe,,,247104.0
327,47.52,2,pierwotny,apartamentowiec,2,3,pustak,miejskie,2018,do wykończenia,pełna własność,plastikowe,,,247104.0
328,37,2,wtórny,blok,4,10,wielka płyta,miejskie,,do zamieszkania,spółdzielcze własnościowe,plastikowe,400,2019-08-01,219000.0
329,59,3,wtórny,blok,10,10,pustak,miejskie,,do wykończenia,,,,,377600.0
330,30.64,1,wtórny,blok,0,4,pustak,miejskie,2019,do wykończenia,,,,,209884.0
331,50.57,3,wtórny,blok,5,4,pustak,miejskie,2019,do wykończenia,,,,,313534.0
332,36.14,2,wtórny,blok,2,10,pustak,miejskie,,do wykończenia,,,,,229952.0
333,50,2,wtórny,kamienica,3,4,cegła,miejskie,1940,do zamieszkania,pełna własność,plastikowe,,2019-10-01,180000.0
334,41,2,wtórny,kamienica,-1,3,cegła,gazowe,,do zamieszkania,pełna własność,plastikowe,150,2019-04-04,263000.0
335,59,3,wtórny,blok,10,14,wielka płyta,miejskie,,do zamieszkania,pełna własność,plastikowe,500,2019-04-08,370000.0
336,42,2,wtórny,blok,1,4,wielka płyta,miejskie,1934,do remontu,spółdzielcze własnościowe,plastikowe,300,2019-04-01,225000.0
337,32.43,2,pierwotny,blok,0,6,,,,,,,,,207552.0
338,28.33,1,pierwotny,blok,0,6,,,,,,,,,184145.0
339,36.69,2,pierwotny,blok,0,6,,,,,,,,,227478.0
340,28.33,1,pierwotny,blok,1,6,,,,,,,,,191228.0
341,48,3,pierwotny,blok,1,6,,,,,,,,,292800.0
342,64,6,wtórny,blok,4,,cegła,miejskie,,do zamieszkania,pełna własność,plastikowe,,,340000.0
343,41,1,wtórny,blok,2,2,cegła,miejskie,,do zamieszkania,pełna własność,plastikowe,352,2018-06-26,129000.0
344,43,2,pierwotny,,,,,,2019,do wykończenia,,,,,364000.0
345,27.53,1,pierwotny,blok,2,6,,,,,,,,,173439.0
346,38.50,2,wtórny,blok,1,10,wielka płyta,miejskie,,do zamieszkania,,plastikowe,,2019-07-01,195000.0
347,52.19,2,pierwotny,blok,2,6,,,,,,,,,318359.0
348,54.03,3,pierwotny,blok,3,6,,,,,,,,,334986.0
349,32.06,2,pierwotny,blok,3,6,,,,,,,,,221214.0
350,32.06,2,pierwotny,blok,3,6,,,,,,,,,214802.0
351,52.19,3,pierwotny,blok,4,6,,,,,,,,,323578.0
352,52.19,3,pierwotny,blok,4,6,,,,,,,,,334016.0
353,54.03,3,pierwotny,blok,4,6,,,,,,,,,345792.0
354,32.06,2,pierwotny,blok,4,6,,,,,,,,,221214.0
355,54.03,3,pierwotny,blok,5,6,,,,,,,,,340389.0
356,32.06,2,pierwotny,blok,5,6,,,,,,,,,224420.0
357,32.06,2,pierwotny,blok,5,6,,,,,,,,,218008.0
358,52.19,3,pierwotny,blok,5,6,,,,,,,,,328797.0
359,37.84,2,pierwotny,blok,0,6,,,,,,,,,238392.0
360,32.43,2,pierwotny,blok,0,6,,,,,,,,,214038.0
361,28.33,1,pierwotny,blok,0,6,,,,,,,,,192644.0
362,27.53,1,pierwotny,blok,0,6,,,,,,,,,181698.0
363,35,2,wtórny,kamienica,2,3,cegła,elektryczne,1936,do remontu,pełna własność,plastikowe,150,,165000.0
364,50.27,3,pierwotny,blok,1,6,,,,,,,,,299107.0
365,47.17,2,wtórny,apartamentowiec,1,2,pustak,gazowe,2015,do zamieszkania,pełna własność,plastikowe,150,,400000.0
366,77,3,wtórny,,0,2,,miejskie,,do zamieszkania,,plastikowe,,,639000.0
367,55.40,3,pierwotny,blok,2,2,pustak,,,,pełna własność,,,,351790.0
368,65.64,4,pierwotny,blok,1,2,pustak,,,,pełna własność,,,,397122.0
369,28.33,2,pierwotny,blok,1,6,,,,,,,,,177063.0
370,39,2,wtórny,blok,3,4,cegła,miejskie,,do zamieszkania,spółdzielcze wł. z KW,plastikowe,413,,214000.0
371,45.14,2,pierwotny,blok,2,2,pustak,,,,pełna własność,,,,264069.0
372,38.80,1,wtórny,,1,2,cegła,elektryczne,,do zamieszkania,,plastikowe,,,124000.0
373,48.43,3,pierwotny,blok,2,2,pustak,miejskie,2019,do wykończenia,pełna własność,,,,256679.0
374,28.33,1,pierwotny,blok,2,6,,,,,,,,,194061.0
375,32.43,2,pierwotny,blok,2,6,,,,,,,,,214038.0
376,48,3,pierwotny,blok,2,6,,,,,,,,,297600.0
377,33.15,2,pierwotny,blok,3,6,,,,,,,,,222072.0
378,27.53,1,pierwotny,blok,3,6,,,,,,,,,189957.0
379,27.53,1,pierwotny,blok,4,6,,,,,,,,,178945.0
380,33.15,3,pierwotny,blok,3,6,,,,,,,,,208814.0
381,38,2,wtórny,blok,4,4,cegła,gazowe,,do zamieszkania,spółdzielcze wł. z KW,plastikowe,300,2019-04-01,169000.0
382,70,3,wtórny,,10,12,,,,,,,,,315000.0
383,32.43,2,pierwotny,blok,4,6,,,,,,,,,223767.0
384,28.33,1,pierwotny,blok,4,6,,,,,,,,,202560.0
385,48,3,pierwotny,blok,4,6,,,,,,,,,312000.0
386,27.53,1,pierwotny,blok,5,6,,,,,,,,,192710.0
387,28.33,1,pierwotny,blok,5,6,,,,,,,,,199727.0
388,32.43,2,pierwotny,blok,5,6,,,,,,,,,220524.0
389,48,3,pierwotny,blok,5,6,,,,,,,,,307200.0
390,54.03,3,pierwotny,blok,0,6,,,,,,,,,318777.0
391,32.06,2,pierwotny,blok,0,6,,,,,,,,,205184.0
392,52.19,3,pierwotny,blok,0,6,,,,,,,,,307921.0
393,32.06,2,pierwotny,blok,0,6,,,,,,,,,205184.0
394,54.03,3,pierwotny,blok,1,6,,,,,,,,,324180.0
395,32.06,2,pierwotny,blok,1,6,,,,,,,,,200375.0
396,52.45,3,pierwotny,apartamentowiec,1,5,,miejskie,,do wykończenia,,plastikowe,,,333057.0
397,32.06,2,pierwotny,blok,1,6,,,,,,,,,208390.0
398,52.19,3,pierwotny,blok,1,6,,,,,,,,,313140.0
399,41,2,wtórny,kamienica,0,2,,,,do zamieszkania,,plastikowe,550,,245000.0
400,71.02,3,pierwotny,blok,1,2,pustak,miejskie,2019,do wykończenia,pełna własność,,,,365753.0
401,44.80,2,wtórny,blok,0,10,pustak,miejskie,,do wykończenia,,,,,239008.0
402,36,2,wtórny,blok,3,3,,miejskie,,do zamieszkania,spółdzielcze własnościowe,plastikowe,400,,149000.0
403,60.16,3,pierwotny,blok,1,2,pustak,miejskie,2019,do wykończenia,pełna własność,,,,309824.0
404,56.71,2,pierwotny,blok,0,3,pustak,miejskie,2013,do wykończenia,pełna własność,plastikowe,,,419315.0
405,69.59,3,pierwotny,blok,0,3,pustak,miejskie,2013,do wykończenia,spółdzielcze własnościowe,plastikowe,,,489535.0
406,69.59,3,pierwotny,blok,0,3,pustak,miejskie,2013,do wykończenia,pełna własność,plastikowe,,,489535.0
407,56.19,3,pierwotny,apartamentowiec,2,3,pustak,miejskie,2018,do wykończenia,pełna własność,plastikowe,,,292188.0
408,56.71,2,pierwotny,blok,0,3,pustak,miejskie,2013,do wykończenia,pełna własność,plastikowe,,,419315.0
409,63,3,wtórny,blok,10,18,,miejskie,,do zamieszkania,spółdzielcze wł. z KW,plastikowe,550,,327000.0
410,24,1,wtórny,blok,1,4,,miejskie,,,,plastikowe,,,165000.0
411,70,3,pierwotny,dom wolnostojący,1,2,pustak,gazowe,2018,do wykończenia,pełna własność,plastikowe,,,299000.0
412,47,3,wtórny,,3,3,,,,,pełna własność,,,2019-04-23,295000.0
413,32,2,wtórny,kamienica,0,3,cegła,inne,1950,,spółdzielcze wł. z KW,plastikowe,,,79000.0
414,48.65,2,wtórny,apartamentowiec,3,4,wielka płyta,miejskie,,do zamieszkania,spółdzielcze wł. z KW,plastikowe,,,233520.0
415,51.50,2,pierwotny,apartamentowiec,0,5,,miejskie,,,pełna własność,plastikowe,,,277500.0
416,46.61,2,pierwotny,,2,5,,miejskie,,,pełna własność,plastikowe,,,299000.0
417,91,4,pierwotny,apartamentowiec,3,5,,miejskie,,,pełna własność,plastikowe,,,499500.0
418,78.81,4,pierwotny,apartamentowiec,6,6,,miejskie,,do wykończenia,pełna własność,aluminiowe,,,693528.0
419,56.07,3,pierwotny,apartamentowiec,2,6,,miejskie,,do wykończenia,pełna własność,aluminiowe,,,493416.0
420,64,3,pierwotny,apartamentowiec,6,6,,miejskie,,do wykończenia,pełna własność,aluminiowe,,,627200.0
421,54.05,3,pierwotny,apartamentowiec,0,6,,miejskie,,do wykończenia,pełna własność,aluminiowe,,,475640.0
422,70.70,4,pierwotny,apartamentowiec,6,6,,miejskie,,do wykończenia,pełna własność,aluminiowe,,,636300.0
423,200,8,wtórny,kamienica,3,5,inne,miejskie,1920,do remontu,pełna własność,drewniane,1 000,,699000.0
424,90,2,wtórny,,5,7,,,,,pełna własność,,,,436000.0
425,34,1,wtórny,blok,4,16,inne,miejskie,2021,do wykończenia,pełna własność,plastikowe,,,237422.0
426,28,1,wtórny,blok,3,4,pustak,miejskie,1980,do zamieszkania,spółdzielcze własnościowe,plastikowe,300,2019-03-29,195000.0
427,30,1,wtórny,blok,3,4,pustak,miejskie,1980,do zamieszkania,spółdzielcze własnościowe,plastikowe,1,2019-04-17,198000.0
428,78,4,wtórny,apartamentowiec,2,5,,,2019,do wykończenia,,plastikowe,,,600000.0
429,50.27,3,pierwotny,blok,2,6,,,,,,,,,304134.0
430,28.33,1,pierwotny,blok,2,6,,,,,,,,,192644.0
431,27.53,1,pierwotny,blok,2,6,,,,,,,,,187204.0
432,90,3,pierwotny,dom wolnostojący,0,2,pustak,gazowe,2018,do wykończenia,pełna własność,plastikowe,,,329000.0
433,50.27,3,pierwotny,blok,3,6,,,,,,,,,309161.0
434,32.43,2,pierwotny,blok,3,6,,,,,,,,,217281.0
435,28.33,1,pierwotny,blok,3,6,,,,,,,,,195477.0
436,27.53,1,pierwotny,blok,3,6,,,,,,,,,189957.0
437,27.53,1,pierwotny,blok,4,6,,,,,,,,,195463.0
438,32.43,2,pierwotny,blok,4,6,,,,,,,,,223767.0
439,50.27,3,pierwotny,blok,5,6,,,,,,,,,314188.0
440,32.43,2,pierwotny,blok,5,6,,,,,,,,,220524.0
441,28.33,1,pierwotny,blok,5,6,,,,,,,,,198310.0
442,27.53,1,pierwotny,blok,5,6,,,,,,,,,178945.0
443,49,2,wtórny,blok,6,13,,,,,,plastikowe,,,225000.0
444,55.70,4,pierwotny,blok,2,5,,miejskie,2019,,,plastikowe,,,359293.0
445,70,4,wtórny,blok,4,4,beton,miejskie,,do zamieszkania,spółdzielcze własnościowe,plastikowe,,,320000.0
446,59.07,4,pierwotny,blok,1,10,,miejskie,,,,plastikowe,,,326598.0
447,60,3,wtórny,blok,9,13,inne,miejskie,1978,do zamieszkania,spółdzielcze własnościowe,plastikowe,550,,269000.0
448,60.40,3,wtórny,blok,2,3,cegła,miejskie,1989,do zamieszkania,spółdzielcze wł. z KW,plastikowe,660,2019-08-01,278000.0
449,35.95,2,wtórny,apartamentowiec,6,8,pustak,miejskie,2019,do wykończenia,,plastikowe,,,279000.0
450,46,2,wtórny,blok,4,4,inne,miejskie,1975,do wykończenia,pełna własność,plastikowe,500,,193000.0
451,58,3,wtórny,blok,7,10,inne,miejskie,2001,do zamieszkania,pełna własność,plastikowe,600,,340000.0
452,61.29,3,wtórny,kamienica,2,,cegła,miejskie,1912,do remontu,pełna własność,plastikowe,360,,266000.0
453,61.12,3,pierwotny,apartamentowiec,3,4,,miejskie,2019,do wykończenia,pełna własność,,120,,325769.0
454,104.91,4,wtórny,apartamentowiec,0,4,,,2010,do zamieszkania,pełna własność,plastikowe,,,920000.0
455,52.80,2,wtórny,dom wolnostojący,1,1,cegła,piece kaflowe,,do remontu,pełna własność,plastikowe,260,,109000.0
456,53,2,pierwotny,apartamentowiec,0,4,pustak,gazowe,2017,do wykończenia,pełna własność,plastikowe,,2017-07-16,381073.0
457,50,2,wtórny,apartamentowiec,4,8,,miejskie,2008,do zamieszkania,pełna własność,plastikowe,430,,420000.0
458,48.65,2,wtórny,blok,7,8,wielka płyta,miejskie,,do zamieszkania,spółdzielcze wł. z KW,plastikowe,,,225000.0
459,43,2,pierwotny,apartamentowiec,1,8,beton komórkowy,gazowe,2018,do zamieszkania,pełna własność,plastikowe,,2019-03-25,258000.0
460,25.62,1,wtórny,apartamentowiec,2,5,,miejskie,2019,do wykończenia,pełna własność,plastikowe,,,188307.0
461,40.66,2,wtórny,apartamentowiec,2,9,,miejskie,2019,do wykończenia,,plastikowe,,2019-12-30,313082.0
462,65.50,3,wtórny,apartamentowiec,6,11,,miejskie,2014,do zamieszkania,pełna własność,plastikowe,550,2019-04-15,497000.0
463,67.81,3,wtórny,blok,0,2,,gazowe,2012,do zamieszkania,,plastikowe,350,2019-05-31,530000.0
464,66,3,wtórny,blok,2,4,cegła,miejskie,,do remontu,pełna własność,plastikowe,700,,330000.0
465,38,2,wtórny,blok,0,4,cegła,miejskie,,,spółdzielcze własnościowe,plastikowe,530,2019-05-01,205000.0
466,51,2,wtórny,blok,2,2,cegła,elektryczne,1960,do remontu,spółdzielcze własnościowe,plastikowe,290,,220000.0
467,86,3,wtórny,kamienica,1,3,cegła,elektryczne,,do wykończenia,pełna własność,plastikowe,475,,375000.0
468,85.01,3,pierwotny,,2,4,,miejskie,,do wykończenia,pełna własność,,,,501559.0
469,66,3,wtórny,blok,10,10,wielka płyta,miejskie,1970,do zamieszkania,pełna własność,plastikowe,950,2019-02-28,338000.0
470,82.28,4,pierwotny,apartamentowiec,3,4,,,,do wykończenia,,,,,560000.0
471,62.50,3,wtórny,blok,4,4,cegła,miejskie,,do zamieszkania,,plastikowe,,,250000.0
472,51.78,3,pierwotny,blok,1,5,,miejskie,2019,,pełna własność,,,,323962.0
473,50.67,3,pierwotny,blok,1,10,,miejskie,2019,,,,,,275239.0
474,73,3,wtórny,blok,4,4,wielka płyta,kotłownia,1982,do wykończenia,spółdzielcze własnościowe,plastikowe,780,2019-04-10,283824.0
475,72,4,wtórny,blok,9,10,,miejskie,1980,do zamieszkania,pełna własność,plastikowe,380,,315000.0
476,45.06,2,pierwotny,blok,3,16,żelbet,miejskie,,do wykończenia,,plastikowe,,,297621.3
477,45.58,3,pierwotny,blok,3,16,żelbet,miejskie,,do wykończenia,,plastikowe,,,306069.7
478,41.34,2,pierwotny,blok,3,3,,,2020,do wykończenia,,,,,251547.0
479,41.34,2,pierwotny,blok,2,3,,,2020,do wykończenia,pełna własność,,,,246632.0
480,58.62,3,pierwotny,blok,1,3,,,2020,do wykończenia,pełna własność,,,,349372.0
481,29.53,1,pierwotny,blok,1,3,,,2020,do wykończenia,pełna własność,,,,182465.0
482,82.28,4,pierwotny,apartamentowiec,3,5,pustak,miejskie,,,pełna własność,plastikowe,,,560000.0
483,47.70,2,pierwotny,apartamentowiec,3,5,pustak,miejskie,,do wykończenia,,plastikowe,,,325000.0
484,73,3,wtórny,apartamentowiec,2,3,cegła,miejskie,,do zamieszkania,pełna własność,plastikowe,700,,340000.0
485,66,3,wtórny,apartamentowiec,3,15,inne,miejskie,2015,do zamieszkania,pełna własność,plastikowe,500,,520000.0
486,72,3,wtórny,blok,10,18,beton,miejskie,,,,,,,375000.0
487,51,2,pierwotny,apartamentowiec,2,5,,miejskie,2019,do wykończenia,,,,,310700.0
488,63.37,3,pierwotny,apartamentowiec,,,,miejskie,,,,,,,411905.0
489,46.38,2,pierwotny,blok,5,5,,miejskie,2019,do wykończenia,,,,,299000.0
490,136.50,5,pierwotny,,3,,,miejskie,,,,,,,970000.0
491,46.38,2,pierwotny,blok,3,5,,miejskie,2019,do wykończenia,,,,,287500.0
492,51.19,2,pierwotny,apartamentowiec,0,5,,miejskie,2019,do wykończenia,pełna własność,,,,289224.0
493,45.20,2,pierwotny,blok,0,5,,miejskie,2019,do wykończenia,,,,,271000.0
494,60,2,wtórny,apartamentowiec,1,3,,gazowe,,do zamieszkania,pełna własność,plastikowe,320,,396000.0
